offense,defense,play_text,penalty_type,penalty_yards
Maryland,Florida Atlantic,"Sean O'Haire 24 yd FG GOOD Florida Atlantic Penalty, Illegal Formation (Wendol Philord) declined",Illegal Formation,
Maryland,Florida Atlantic,"Nolan Ray run for 11 yds to the FAU 34 for a 1ST down Florida Atlantic Penalty, Face Mask (15 yards) (Terez Reid) to the FAU 19 for a 1ST down",Face Mask,15.0
Florida Atlantic,Maryland,"Maryland Penalty, Roughing The Passer (Messiah Delhomme) to the MD 18 for a 1ST down",Roughing the Passer,
Florida Atlantic,Maryland,"(01:20) PENALTY FAU False Start (Rohe,Keon) 5 yards from UMD40 to UMD45. NO PLAY.",False Start,5.0
Maryland,Florida Atlantic,"(10:54) No Huddle-Shotgun Martin,Justyn pass incomplete deep right to Scott,Jordan thrown to UMD45 broken up by McGhee,Damarius PENALTY FAU UNS: Unsportsmanlike Conduct (Tooley III,Chris) 15 yards from UMD23 to UMD38, 1ST DOWN. NO PLAY.",Unsportsmanlike Conduct,15.0
Maryland,Florida Atlantic,"(09:58) PENALTY UMD False Start (Smith,Zymear) 5 yards from UMD45 to UMD40. NO PLAY.",False Start,5.0
Florida Atlantic,Maryland,"(08:49) No Huddle-Shotgun Shields-Dutton,Kaden rush left for 3 yards gain to the FAU45 (Smith,Carlton) PENALTY FAU Holding offsetting UMD Illegal Substitution offsetting. NO PLAY.",Holding,3.0
Florida Atlantic,Maryland,"Zach Gibson pass complete to Jabari Smith for 23 yds to the FAU 42 for a 1ST down Maryland Penalty, Defensive Offside (Yards) declined for a 1ST down",Offside,
Maryland,Florida Atlantic,"No Huddle-Shotgun Martin,Khristian pass incomplete short middle to Smith,Zymear thrown to UMD33, 1ST DOWN, PENALTY FAU Pass Interference (Tooley III,Chris) 8 yards from UMD23 to UMD31, 1ST DOWN. NO PLAY.",Pass Interference,8.0
Hampton,Jackson State,"Jackson State Penalty, passinterference (KJ Chisholm), Isaiah Freeman pass incomplete",Other / Unclassified,
Jackson State,Hampton,"Jackson State Penalty, falsestart (Joanes Fortilien)",Other / Unclassified,
Hampton,Jackson State,"Jackson State Penalty, roughingthepasser (Ashton Taylor), Isaiah Freeman pass incomplete",Roughing,
Jackson State,Hampton,"Jackson State Penalty, offside (-5 Yards)",Offside,5.0
Jackson State,Hampton,"Jackson State Penalty, falsestart (Shemar Savage)",Other / Unclassified,
Jackson State,Hampton,"Donovan Warren punt, Hampton Penalty, roughingthekicker (15 Yards)",Roughing,15.0
Jackson State,Hampton,"Hampton Penalty, passinterference (3 Yards), Jacobian Morgan pass incomplete",Other / Unclassified,3.0
Hampton,Jackson State,"Hampton Penalty, delayofgame (Brett Starling)",Other / Unclassified,
Jackson State,Hampton,"Jackson State Penalty, delayofgame (Gerardo Baeza)",Other / Unclassified,
Jackson State,Hampton,"Jackson State Penalty, holding (Quaveon Davis) declined, Jacobian Morgan pass incomplete",Holding,
Hampton,Jackson State,"Hampton Penalty, falsestart (Braden Davis)",Other / Unclassified,
Hampton,Jackson State,"Hampton Penalty, falsestart (Khaioz Watford)",Other / Unclassified,
Jackson State,Hampton,"Jacobian Morgan pass incomplete, Jackson State Penalty, holding (Quaveon Davis)",Holding,
New Hampshire,North Carolina Central,"North Carolina Central Penalty, unsportsmanlike conduct (Darren Burton II) to the UNH 25",Unsportsmanlike Conduct,
New Hampshire,North Carolina Central,"New Hampshire Penalty, false start (Malik Diaby) to the UNH 39",False Start,
New Hampshire,North Carolina Central,"Matt Vezza pass incomplete to Chase Wilson New Hampshire Penalty, Offensive holding (Tolu Olajide) to the UNH 3",Holding,
New Hampshire,North Carolina Central,"North Carolina Central Penalty, delay of game (D.J. Estes) to the UNH 49",Delay of Game,
New Hampshire,North Carolina Central,"Matt Vezza run for 11 yds to the NCCU 38 North Carolina Central Penalty, Defensive holding (Tomondrey Braxton) to the NCCU 28",Holding,
New Hampshire,North Carolina Central,"Matt Vezza pass incomplete to Caleb Burke, broken up by Malcolm Reed for a 1ST down North Carolina Central Penalty, Defensive pass interference (Malcolm Reed) to the NCCU 32 for a 1ST down",Pass Interference,
North Carolina Central,New Hampshire,"New Hampshire Penalty, roughing passer (Tim Bonagura) to the UNH 18 for a 1ST down",Roughing,
New Hampshire,North Carolina Central,"Myles Thomason run for no gain to the UNH 31 New Hampshire Penalty, Offensive holding (Peyton Strickland) to the UNH 21",Holding,
North Carolina Central,New Hampshire,"Walker Harris pass complete to Chance Peterson for no gain to the UNH 33 North Carolina Central Penalty, Offensive pass interference (Kyle Morgan) to the UNH 48",Pass Interference,
New Hampshire,North Carolina Central,"Matt Vezza pass incomplete to Caleb Burke for a 1ST down North Carolina Central Penalty, roughing passer (Khareem Thompson) to the UNH 35 for a 1ST down",Roughing,
New Hampshire,North Carolina Central,"Matt Vezza pass complete to Zach Garron for no gain to the 50 yard line New Hampshire Penalty, illegal block (Josh Fillion) to the UNH 35",Other / Unclassified,50.0
New Hampshire,North Carolina Central,"New Hampshire Penalty, false start (Myles Thomason) to the UNH 44",False Start,
North Carolina Central,New Hampshire,"Walker Harris pass complete to Chauncey Spikes for 4 yds to the NCCU 28 for a 1ST down New Hampshire Penalty, unsportsmanlike conduct (D.J. Johnson) to the NCCU 49 for a 1ST down",Unsportsmanlike Conduct,
New Hampshire,North Carolina Central,"New Hampshire Penalty, false start (Josh Farquharson) to the UNH 32",False Start,
New Hampshire,North Carolina Central,"Myles Thomason run for no gain to the UNH 31 New Hampshire Penalty, Offensive holding (Luke Swaine) to the UNH 21",Holding,
New Hampshire,North Carolina Central,"Matt Vezza pass complete to Caleb Burke for no gain to the UNH 23 New Hampshire Penalty, inelgible downfield on pass (-5 Yards) to the UNH 18",Other / Unclassified,5.0
North Carolina Central,New Hampshire,"New Hampshire Penalty, off-side (Raleigh Collins III) to the NCCU 42",Other / Unclassified,
Allen,Morehead State,"Allen Penalty, Intentional Grounding (Jamir Dismukes) to the ALL 9",Other / Unclassified,
Morehead State,Allen,"PENALTY MOR False Start (Kays,Gabe) 5 yards from ALL34 to ALL39. NO PLAY.",False Start,5.0
Allen,Morehead State,"No Huddle-Shotgun Dismukes,Jamir pass incomplete short left to Yates,LaMarco thrown to MOR00, 1ST DOWN, PENALTY MOR Pass Interference (Watts,Isaiah) 15 yards from MOR17 to MOR02, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Allen,Morehead State,"No Huddle-Shotgun Dismukes,Jamir pass incomplete deep left to Fleming,Marcus thrown to MOR00 PENALTY MOR Pass Interference (Sweeney III,Richard) 14 yards from MOR27 to MOR13, 1ST DOWN. NO PLAY.",Pass Interference,14.0
Allen,Morehead State,"No Huddle-Shotgun Dismukes,Jamir pass incomplete short middle to Fleming,Marcus thrown to MOR40, 1ST DOWN, PENALTY MOR Pass Interference (Cook,Dylan) 12 yards from ALL45 to MOR43, 1ST DOWN. NO PLAY.",Pass Interference,12.0
Allen,Morehead State,"Morehead State Penalty, Illegal Substitution (Richard Sweeney III) declined",Other / Unclassified,
Allen,Morehead State,"Jamir Dismukes pass complete to Nanders Lawrence for 8 yds to the 50 yard line for a 1ST down Morehead State Penalty, Roughing The Passer (Chris Johnson) to the MORE 35 for a 1ST down",Roughing the Passer,50.0
Morehead State,Allen,"PENALTY MOR False Start (Ziegler,Jacob) 5 yards from ALL09 to ALL14. NO PLAY.",False Start,5.0
Allen,Morehead State,"Morehead State Penalty, Personal Foul (Antwan Hogue Jr) to the ALL 34 for a 1ST down",Personal Foul,
Morehead State,Allen,"No Huddle-Shotgun Stopke,Isaac rush right for 14 yards gain to the MOR41 (Freeman,Tyreshon) PENALTY MOR UNR: Unnecessary Roughness (Duncan,Drue) 13 yards from MOR27 to MOR14. NO PLAY.",Other / Unclassified,14.0
Alabama,Florida State,"Alabama Penalty, Offensive Offside (Wilkin Formby) to the ALA 46",Offside,
Alabama,Florida State,"Alabama Penalty, False Start (-5 Yards) to the FSU 29",False Start,5.0
Chadron St,Northern Colorado,"DJ Ralph pass incomplete to Rollin George III for a 1ST down Northern Colorado Penalty, Defensive Pass Interference (Mekhi Toms) to the UNCO 16 for a 1ST down",Pass Interference,
Northern Colorado,Chadron St,"Shotgun Gibson,Eric rush right for 2 yards gain to the CSC42 (O'Brien,Logan) PENALTY UNC Holding (Ziebell,Jack) 10 yards from CSC44 to UNC 46. NO PLAY.",Holding,2.0
Northern Colorado,Chadron St,"PENALTY UNC False Start (McClarity,Myles) 5 yards from UNC 50 to UNC 45. NO PLAY.",False Start,5.0
Northern Colorado,Chadron St,"PENALTY CSC Personal Foul (Gish,Rudy) 15 yards from UNC 40 to CSC45, 1ST DOWN. NO PLAY.",Personal Foul,15.0
Western Carolina,Gardner-Webb,"Western Carolina Penalty, false start (Evan Carney) to the WCU 31",False Start,
Western Carolina,Gardner-Webb,"Bennett Judy pass incomplete to Malik Knight for a 1ST down Gardner-Webb Penalty, Defensive pass interference (Sabin McLaughlin) to the GWEB 40 for a 1ST down",Pass Interference,
Gardner-Webb,Western Carolina,"Gardner-Webb Penalty, false start (Henry Kofowo) to the WCU 8",False Start,
Western Carolina,Gardner-Webb,"Patrick Boyd Jr. run for 5 yds to the GWEB 41 for a 1ST down Gardner-Webb Penalty, personal foul (Giovanni Adopte) to the GWEB 44 for a 1ST down",Personal Foul,
Western Carolina,Gardner-Webb,"Bennett Judy pass complete to Marcus Striggles for 16 yds to the GWEB 18 Gardner-Webb Penalty, roughing passer (Robert Holtz) to the GWEB 9",Roughing,
Gardner-Webb,Western Carolina,"Cole Pennington pass intercepted for a 1ST down Gardner-Webb Penalty, personal foul (Cole Schnieder) to the GWEB 4 for a 1ST down",Personal Foul,
Gardner-Webb,Western Carolina,"Gardner-Webb Penalty, false start (Jabre Bevineau) to the WCU 41",False Start,
Gardner-Webb,Western Carolina,"Nate Hampton run for 1 yd for a TD (Charlie Viorel KICK) Western Carolina Penalty, off-side (2 Yards) to the WCU 1 (Charlie Viorel KICK)",Other / Unclassified,2.0
Gardner-Webb,Western Carolina,"Gardner-Webb Penalty, false start (Jabre Bevineau) to the GWEB 25",False Start,
Florida State,Alabama,"Florida State Penalty, False Start (-5 Yards) to the FSU 24",False Start,5.0
Alabama,Florida State,"Alabama Penalty, Offensive Holding (-10 Yards) to the ALA 19",Holding,10.0
Alabama,Florida State,"Florida State Penalty, Defensive Holding (10 Yards) to the FSU 15 for a 1ST down",Holding,10.0
Alabama,Florida State,"Alabama Penalty, Delay of Game (-5 Yards) to the FSU 20",Delay of Game,5.0
Alabama,Florida State,"Florida State Penalty, Defensive Pass Interference (15 Yards) to the FSU 31 for a 1ST down",Pass Interference,15.0
Florida State,Alabama,"Alabama Penalty, Personal Foul (15 Yards) to the ALA 47 for a 1ST down",Personal Foul,15.0
Alabama,Florida State,"Alabama Penalty, False Start (-5 Yards) to the ALA 29",False Start,5.0
Florida State,Alabama,"Tommy Castellanos run for 6 yds to the ALA 36 for a 1ST down Alabama Penalty, Personal Foul (15 Yards) to the ALA 49 for a 1ST down",Personal Foul,15.0
Florida State,Alabama,"Alabama Penalty, Defensive Holding (10 Yards) to the FSU 40 for a 1ST down",Holding,10.0
Florida State,Alabama,"Florida State Penalty, Offensive Holding (-10 Yards) to the FSU 42",Holding,10.0
Central Arkansas,Missouri,"Central Arkansas Penalty, Offensive holding (-10 Yards) to the CARK 27",Holding,10.0
Central Arkansas,Missouri,"(09:23) No Huddle-Shotgun Richesson,Luther pass incomplete deep right to Durham,Ty thrown to Mizzou31 PENALTY Mizzou Pass Interference (Banner,Santana) 15 yards from C Ark36 to Mizzou49, 1ST DOWN. NO PLAY.",Pass Interference,15.0
Central Arkansas,Missouri,"(08:35) No Huddle-Shotgun Richesson,Luther pass complete short middle to Durham,Ty caught at C Ark48, for 3 yards to the Mizzou47 (Banner,Santana) PENALTY C Ark Ineligible Downfield on Pass declined C Ark Pass Interference (Kostmayer,Jackson) 15 yards from Mizzou50 to C Ark35. NO PLAY.",Pass Interference,3.0
Missouri,Central Arkansas,"PENALTY Mizzou False Start (Peagler,Curtis) 5 yards from Mizzou18 to Mizzou13. NO PLAY.",False Start,5.0
Missouri,Central Arkansas,"(14:36) No Huddle-Shotgun Pribula,Beau pass complete short middle to Johnson,Marquis caught at Mizzou50, for 12 yards to the C Ark48 (Smith,Sean) PENALTY Mizzou Holding (Green,Cayden) 10 yards from Mizzou40 to Mizzou30. NO PLAY.",Holding,12.0
Missouri,Central Arkansas,"Missouri Penalty, (-2 Yards) to the MIZ 2",Other / Unclassified,2.0
Missouri,Central Arkansas,"(00:56) PENALTY Mizzou False Start (Giudice,Dominick) 5 yards from C Ark27 to C Ark32. NO PLAY.",False Start,5.0
Central Arkansas,Missouri,"Jayce Quirin kickoff for 58 yds , Tavorus Jones return for 52 yds to the MIZ 13 Missouri Penalty, (10 Yards) to the MIZ 15",Other / Unclassified,10.0
Missouri,Central Arkansas,"Blake Craig kickoff for 65 yds , Ty Durham return for 30 yds to the CARK 35 Central Arkansas Penalty, Offensive holding (Gary Lewis) to the CARK 15",Holding,
Central Arkansas,Missouri,"(10:53) No Huddle-Shotgun Richesson,Luther pass incomplete short middle to Edwards,Triston thrown to C Ark34 broken up by Pride Jr.,Toriano, 1ST DOWN, PENALTY Mizzou Pass Interference (Pride Jr.,Toriano) 8 yards from C Ark24 to C Ark32, 1ST DOWN. NO PLAY.",Pass Interference,8.0
Missouri,Central Arkansas,"Oliver Robbins kickoff for 40 yds , Ty Durham return for no gain to the CARK 35 Central Arkansas Penalty, illegal block (10 Yards) to the CARK 15",Other / Unclassified,10.0
Missouri,Central Arkansas,"Oliver Robbins kickoff for 65 yds , Ty Durham return for 22 yds to the CARK 43 Central Arkansas Penalty, personal foul (15 Yards) to the CARK 37",Personal Foul,15.0
Gardner-Webb,Western Carolina,"Nate Hampton run for no gain to the WCU 1 Gardner-Webb Penalty, personal foul (Andrew Threatt) to the WCU 16",Personal Foul,
Western Carolina,Gardner-Webb,"Western Carolina Penalty, false start (James Tyre) to the WCU 33",False Start,
Gardner-Webb,Western Carolina,"Quasean Holmes run for a loss of 3 yards to the GWEB 25 Gardner-Webb Penalty, Offensive holding (Giovanni Adopte) to the GWEB 25",Holding,3.0
Gardner-Webb,Western Carolina,"Charlie Viorel kickoff Western Carolina Penalty, personal foul (Jackson Banks) to the 50 yard line",Personal Foul,50.0
Gardner-Webb,Western Carolina,"Charlie Viorel kickoff for 65 yds for a touchback Western Carolina Penalty, illegal block (Ja'morri Downing)",Other / Unclassified,
Gardner-Webb,Western Carolina,"Nate Hampton pass incomplete to Caleb Borders Western Carolina Penalty, roughing passer (Justin Wallace) to the WCU 12",Roughing,
Western Carolina,Gardner-Webb,"Western Carolina Penalty, delay of game (Bennett Judy) to the WCU 19",Delay of Game,
Western Carolina,Gardner-Webb,"Christian Lowery kickoff for 9 yds Western Carolina Penalty, illegal touching (Joshua Collins) to the WCU 44",Other / Unclassified,
Southern,Mississippi Valley State,"Jalen Woods pass incomplete Southern Penalty, Offensive holding (Tremayne Hart) to the MVSU 49",Holding,
Mississippi Valley State,Southern,"Mississippi Valley State Penalty, false start (-5 Yards) to the MVSU 25",False Start,5.0
Mississippi Valley State,Southern,"Southern Penalty, off-side (Tremayne Hart) to the SOU 21",Other / Unclassified,
Mississippi Valley State,Southern,"Josh Brown pass complete to Jr. Eugene Luckett for no gain to the SOU 21 Mississippi Valley State Penalty, personal foul (-15 Yards) to the SOU 36",Personal Foul,15.0
Southern,Mississippi Valley State,"Mike Franklin run for no gain to the SOU 41 Southern Penalty, Offensive holding (Tremayne Hart) to the SOU 31",Holding,
Southern,Mississippi Valley State,"Southern Penalty, false start (Tremayne Hart) to the MVSU 43",False Start,
Southern,Mississippi Valley State,"Southern Penalty, false start (Tremayne Hart) to the MVSU 31",False Start,
Mississippi Valley State,Southern,"Mississippi Valley State Penalty, delay of game (-5 Yards) to the MVSU 20",Delay of Game,5.0
Mississippi Valley State,Southern,"Joe Williams run for 4 yds to the SOU 3 Mississippi Valley State Penalty, false start (-5 Yards) to the SOU 8",False Start,5.0
Southern,Mississippi Valley State,"Southern Penalty, false start (Edwin Wilson) to the SOU 45",False Start,
Mississippi Valley State,Southern,"Mississippi Valley State Penalty, false start (-5 Yards) to the MVSU 30",False Start,5.0
Mississippi Valley State,Southern,"Brandon Nunez pass intercepted for a 1ST down Southern Penalty, Defensive pass interference (Elijah West) to the MVSU 42 for a 1ST down",Pass Interference,
Wofford,South Carolina State,"Kyle Parsons run for no gain to the WOF 36 Wofford Penalty, Offensive holding (CJ Coombes) to the WOF 26",Holding,
South Carolina State,Wofford,"Wofford Penalty, off-side (CJ Coombes) to the WOF 12",Other / Unclassified,
South Carolina State,Wofford,"Nico Cavanillas Alti kickoff for 60 yds , Terrance Honeywood return for 20 yds to the WOF 45 Wofford Penalty, Offensive holding (CJ Coombes) to the WOF 8",Holding,
South Carolina State,Wofford,"South Carolina State Penalty, false start (Shammond Price) to the SCST 28",False Start,
South Carolina State,Wofford,"William Atkins IV pass incomplete to Johnny Jones South Carolina State Penalty, personal foul (-15 Yards) to the SCST 34",Personal Foul,15.0
Wofford,South Carolina State,"Jayden Whitaker run for no gain to the WOF 11 South Carolina State Penalty, personal foul (Mike Lunz) to the WOF 26 for a 1ST down",Personal Foul,
Wofford,South Carolina State,"Jayden Whitaker pass incomplete to Isaiah Scott Wofford Penalty, Offensive pass interference (Isaiah Scott) to the WOF 40",Pass Interference,
South Carolina State,Wofford,"Tyler Smith run for 2 yds to the SCST 28 South Carolina State Penalty, illegal formation (-5 Yards) to the SCST 23",Illegal Formation,5.0
South Carolina State,Wofford,"South Carolina State Penalty, false start (Kiande Marsh) to the SCST 46",False Start,
South Carolina State,Wofford,"William Atkins IV pass incomplete to Deyandre Ruffin Wofford Penalty, off-side (CJ Coombes) to the WOF 15",Other / Unclassified,
Wofford,South Carolina State,"Wofford Penalty, false start (Clayton Hixon) to the WOF 45",False Start,
Wofford,South Carolina State,"Jayden Whitaker pass incomplete to Isaiah Scott for a 1ST down South Carolina State Penalty, Defensive pass interference (Jarod Washington) to the 50 yard line for a 1ST down",Pass Interference,50.0
Wofford,South Carolina State,"Gerald Modest Jr. run for 3 yds to the WOF 15 South Carolina State Penalty, personal foul (Omari Davis) to the WOF 30",Personal Foul,
Wofford,South Carolina State,"Wofford Penalty, false start (Chizara Alegbe) to the WOF 18",False Start,
Utah State,UTEP,"Utah State Penalty, false start (Anthony Garcia) to the UTEP 24",False Start,
Utah State,UTEP,"Bryson Barnes pass incomplete to Brady Boyd Utah State Penalty, inelgible downfield on pass (-5 Yards) to the USU 15",Other / Unclassified,5.0
Utah State,UTEP,"Bryson Barnes sacked by Ashaad Hall and Micah Davey for a loss of 3 yards to the UTEP 27 Utah State Penalty, Offensive holding (Jimmy Liston) to the UTEP 27",Holding,3.0
Utah State,UTEP,"Landon Rehkow punt, punt out-of-bounds at the USU 22 , Kam Thomas returns for no gain to the USU 27 Utah State Penalty, illegal formation (-5 Yards) to the USU 22",Illegal Formation,5.0
UTEP,Utah State,"Malachi Nelson pass complete to Kenny Odom for no gain to the UTEP 10 UTEP Penalty, inelgible downfield on pass (-5 Yards) to the UTEP 5",Other / Unclassified,5.0
Utah State,UTEP,"Bryson Barnes pass complete to Miles Davis for 9 yds to the UTEP 42 for a 1ST down UTEP Penalty, substitution infraction (Jordan Andrus) to the USU 49 for a 1ST down",Other / Unclassified,
UTEP,Utah State,"UTEP Penalty, delay of game (Udoka Ezeani) to the USU 46",Delay of Game,
UTEP,Utah State,"Malachi Nelson pass incomplete to Kenny Odom for a 1ST down Utah State Penalty, Defensive pass interference (Brevin Hamblin) to the USU 44 for a 1ST down",Pass Interference,
Utah State,UTEP,"Bryson Barnes pass complete to Brady Boyd for 4 yds to the USU 11 for a 1ST down UTEP Penalty, roughing passer (Donte Thompson) to the USU 41 for a 1ST down",Roughing,
Mississippi Valley State,Southern,"Mississippi Valley State Penalty, false start (-5 Yards) to the MVSU 16",False Start,5.0
Utah State,UTEP,"Zachary Robbins kickoff for 65 yds for a touchback Utah State Penalty, off-side (-5 Yards)",Other / Unclassified,5.0
